# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-02-17 00:11:02; hka-aqm-a108;  19.30;  34.86;   492;   593;     6;     1;     4;     7;  -122;  -122;  -7.5; drag-lps8-08; 1; 7; 125000; 3760
2023-02-17 00:26:08; hka-aqm-a108;  19.29;  34.92;   486;   595;     6;     0;     0;     0;  -123;  -123;  -7.8; drag-lps8-08; 2; 7; 125000; 3761
2023-02-17 00:41:14; hka-aqm-a108;  19.26;  34.92;   483;   597;     6;     1;     1;     0;  -125;  -125;  -6.2; drag-lps8-02; 0; 7; 125000; 3762
2023-02-17 00:56:21; hka-aqm-a108;  19.23;  34.99;   480;   588;     6;     0;     4;     7;  -124;  -124;  -3.5; drag-outd-01; 3; 7; 125000; 3763
2023-02-17 01:11:27; hka-aqm-a108;  19.20;  34.96;   478;   597;     6;     2;     4;     7;  -124;  -124;  -6.0; drag-lps8-02; 7; 7; 125000; 3764
2023-02-17 01:26:33; hka-aqm-a108;  19.15;  35.06;   478;   598;     6;     2;     1;     0;  -126;  -126;  -6.5; drag-lps8-02; 0; 7; 125000; 3765
2023-02-17 01:41:42; hka-aqm-a108;  19.13;  35.06;   480;   603;     6;     2;     4;     7;  -122;  -122;  -6.8; drag-lps8-02; 6; 7; 125000; 3766
2023-02-17 01:56:48; hka-aqm-a108;  19.10;  35.09;   475;   597;     9;     3;     1;     0;  -122;  -122;  -6.8; drag-lps8-02; 1; 7; 125000; 3767
2023-02-17 02:11:54; hka-aqm-a108;  19.06;  35.12;   470;   615;     9;     3;     0;     0;  -120;  -120;  -5.0; drag-lps8-08; 2; 7; 125000; 3768
2023-02-17 02:42:08; hka-aqm-a108;  19.00;  35.19;   464;   616;     8;     2;     1;     0;  -124;  -124;  -4.5; drag-outd-01; 3; 7; 125000; 3770
2023-02-17 02:57:14; hka-aqm-a108;  18.96;  35.26;   460;   626;     6;     0;     2;     0;  -124;  -124;  -6.5; drag-lps8-02; 4; 7; 125000; 3771
2023-02-17 03:12:21; hka-aqm-a108;  18.94;  35.32;   456;   628;     9;     3;     4;     7;  -124;  -124;  -6.5; drag-lps8-02; 7; 7; 125000; 3772
2023-02-17 03:27:27; hka-aqm-a108;  18.92;  35.36;   456;   632;     6;     2;     1;     0;  -126;  -126;  -7.0; drag-lps8-02; 0; 7; 125000; 3773
2023-02-17 03:42:34; hka-aqm-a108;  18.91;  35.36;   455;   636;     6;     1;     1;     0;  -123;  -123;  -5.8; drag-lps8-02; 5; 7; 125000; 3774
2023-02-17 03:57:42; hka-aqm-a108;  18.91;  35.39;   457;   657;     9;     3;     4;     7;  -120;  -120;  -5.8; drag-lps8-02; 6; 7; 125000; 3775
2023-02-17 04:28:02; hka-aqm-a108;  18.87;  35.46;   451;   595;     9;     3;     4;     7;  -120;  -120;  -5.5; drag-lps8-02; 1; 7; 125000; 3778
2023-02-17 04:43:08; hka-aqm-a108;  18.86;  35.52;   458;   639;     6;     2;     1;     0;  -125;  -125;  -6.0; drag-outd-01; 3; 7; 125000; 3779
2023-02-17 04:58:14; hka-aqm-a108;  18.85;  35.52;   450;   650;     6;     0;     1;     0;  -120;  -120;  -3.5; drag-lps8-02; 7; 7; 125000; 3780
2023-02-17 05:13:22; hka-aqm-a108;  18.87;  35.62;   454;   644;     6;     0;     4;     7;  -126;  -126;  -8.2; drag-lps8-08; 0; 7; 125000; 3781
2023-02-17 05:43:34; hka-aqm-a108;  18.84;  35.86;   448;   647;     9;     3;     2;     0;  -121;  -121;  -6.8; drag-lps8-02; 6; 7; 125000; 3783
2023-02-17 05:58:41; hka-aqm-a108;  18.82;  35.92;   450;   655;     9;     3;     4;     7;  -128;  -128;  -9.0; drag-outd-01; 5; 7; 125000; 3784
2023-02-17 06:13:54; hka-aqm-a108;  18.81;  36.02;   445;   663;     6;     2;     1;     0;  -122;  -122;  -6.8; drag-lps8-08; 1; 7; 125000; 3786
2023-02-17 06:23:59; hka-aqm-a108;  19.32;  36.12;   454;   671;    65;    11;     4;     7;  -127;  -127;  -6.8; drag-outd-01; 7; 7; 125000; 3787
2023-02-17 06:24:20; hka-aqm-a108;  19.38;  36.12;   449;   671;     8;     1;     1;     0;  -121;  -121;  -2.0; drag-outd-01; 3; 7; 125000; 3788
2023-02-17 06:35:00; hka-aqm-a108;  19.81;  35.79;   446;   664;    65;    11;     2;     1;  -123;  -123;  -6.0; drag-outd-01; 1; 7; 125000; 3789
2023-02-17 06:37:00; hka-aqm-a108;  19.86;  36.16;   445;   666;    10;     3;     1;     0;  -122;  -122;  -7.2; drag-lps8-02; 6; 7; 125000; 3790
2023-02-17 06:52:13; hka-aqm-a108;  19.44;  36.59;   462;   673;     7;     0;     1;     0;  -122;  -122;  -5.2; drag-lps8-02; 4; 7; 125000; 3791
2023-02-17 06:55:20; hka-aqm-a108;  19.32;  36.95;   458;   675;    78;     9;     3;     1;  -121;  -121;  -6.0; drag-lps8-02; 5; 7; 125000; 3793
2023-02-17 07:10:46; hka-aqm-a108;  19.09;  37.48;   467;   684;     7;     1;     1;     0;  -120;  -120;  -2.0; drag-outd-01; 3; 7; 125000; 3795
2023-02-17 07:25:52; hka-aqm-a108;  18.94;  37.91;   461;   693;     7;     1;     1;     0;  -125;  -125;  -7.8; drag-lps8-02; 1; 7; 125000; 3796
2023-02-17 07:41:01; hka-aqm-a108;  18.88;  38.11;   448;   685;    11;     1;     3;     1;  -122;  -122;  -7.0; drag-lps8-02; 6; 7; 125000; 3797
2023-02-17 07:56:07; hka-aqm-a108;  18.84;  38.51;   449;   696;    18;     5;     3;     0;  -123;  -123;  -5.2; drag-lps8-02; 0; 7; 125000; 3798
2023-02-17 08:11:13; hka-aqm-a108;  18.82;  38.70;   447;   688;    28;     5;     1;     0;  -123;  -123;  -5.8; drag-lps8-02; 4; 7; 125000; 3799
2023-02-17 08:26:21; hka-aqm-a108;  18.78;  39.30;   459;   678;    44;     9;     3;     4;  -123;  -123;  -7.8; drag-lps8-02; 5; 7; 125000; 3800
2023-02-17 08:41:27; hka-aqm-a108;  19.47;  37.58;   458;   659;    45;     9;     0;     0;  -125;  -125;  -7.8; drag-lps8-02; 2; 7; 125000; 3801
2023-02-17 08:56:34; hka-aqm-a108;  20.23;  36.42;   460;   714;    44;     9;     0;     5;  -126;  -126;  -8.0; drag-lps8-02; 0; 7; 125000; 3802
2023-02-17 09:11:40; hka-aqm-a108;  20.72;  35.72;   462;   721;    40;     8;     3;     6;  -125;  -125;  -6.0; drag-outd-01; 3; 7; 125000; 3803
2023-02-17 09:41:52; hka-aqm-a108;  21.37;  34.99;   484;   732;   108;    23;     0;     7;  -121;  -121;  -4.0; drag-lps8-02; 1; 7; 125000; 3805
2023-02-17 09:57:14; hka-aqm-a108;  21.74;  35.42;   575;   767;   308;    66;     1;    12;  -124;  -124;  -7.2; drag-lps8-02; 6; 7; 125000; 3807
2023-02-17 10:12:20; hka-aqm-a108;  22.10;  35.69;   654;   803;   117;    25;     3;    11;  -122;  -122;  -7.2; drag-lps8-08; 2; 7; 125000; 3808
2023-02-17 10:23:40; hka-aqm-a108;  22.29;  36.22;   693;   835;   151;    29;     3;    12;  -126;  -126;  -7.5; drag-lps8-02; 7; 7; 125000; 3809
2023-02-17 10:38:53; hka-aqm-a108;  22.79;  36.12;   823;   922;   199;    31;     1;    16;  -122;  -122;  -7.5; drag-lps8-02; 3; 7; 125000; 3810
2023-02-17 10:54:07; hka-aqm-a108;  23.21;  35.79;   885;   948;   247;    42;     1;    13;  -127;  -127;  -8.0; drag-outd-01; 4; 7; 125000; 3811
