# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-09-20 00:12:02; hka-aqm-a101;  26.36;  43.77;   435;  1298;     4;     0;     3;     4;  -114;  -114;  -0.8; drag-outd-01; 1; 7; 125000; 11882
2023-09-20 00:27:08; hka-aqm-a101;  26.35;  44.03;   438;  1275;     4;     0;     1;     0;  -120;  -120;  -3.5; drag-outd-01; 4; 7; 125000; 11883
2023-09-20 00:42:14; hka-aqm-a101;  26.33;  43.32;   432;  1319;     4;     0;     0;     0;  -108;  -108;  -0.5; drag-lps8-02; 2; 7; 125000; 11884
2023-09-20 00:57:22; hka-aqm-a101;  26.33;  42.77;   435;  1266;     4;     1;     3;     4;  -109;  -109;  -3.2; drag-lps8-02; 3; 7; 125000; 11885
2023-09-20 01:12:28; hka-aqm-a101;  26.30;  42.99;   436;  1296;     4;     0;     0;     0;  -114;  -114;  -1.5; drag-outd-01; 7; 7; 125000; 11886
2023-09-20 01:27:34; hka-aqm-a101;  26.25;  42.80;   435;  1307;     4;     1;     1;     0;  -112;  -112;   0.2; drag-outd-01; 0; 7; 125000; 11887
2023-09-20 01:42:42; hka-aqm-a101;  26.27;  43.77;   438;  1355;     4;     0;     3;     4;  -114;  -114;  -0.8; drag-outd-01; 7; 7; 125000; 11888
2023-09-20 01:57:48; hka-aqm-a101;  26.26;  42.83;   441;  1334;     4;     1;     0;     0;  -116;  -116;  -2.5; drag-outd-01; 2; 7; 125000; 11889
2023-09-20 02:12:54; hka-aqm-a101;  26.24;  43.29;   441;  1349;     5;     2;     1;     0;  -110;  -110;  -3.5; drag-lps8-02; 3; 7; 125000; 11890
2023-09-20 02:28:00; hka-aqm-a101;  26.22;  42.99;   445;  1327;     4;     0;     3;     4;  -111;  -111;  -2.2; drag-lps8-02; 1; 7; 125000; 11891
2023-09-20 02:43:07; hka-aqm-a101;  26.20;  43.48;   442;  1335;     4;     0;     0;     0;  -116;  -116;  -4.0; drag-outd-01; 6; 7; 125000; 11892
2023-09-20 02:58:13; hka-aqm-a101;  26.16;  43.68;   447;  1355;     5;     1;     1;     0;  -115;  -115;  -1.0; drag-lps8-02; 5; 7; 125000; 11893
2023-09-20 03:13:20; hka-aqm-a101;  26.09;  43.68;   446;  1286;     4;     0;     3;     4;  -110;  -110;   0.2; drag-lps8-02; 4; 7; 125000; 11894
2023-09-20 03:28:27; hka-aqm-a101;  26.18;  43.03;   447;  1203;     6;     2;     0;     0;  -114;  -114;   0.2; drag-outd-01; 0; 7; 125000; 11895
2023-09-20 03:43:33; hka-aqm-a101;  26.20;  43.64;   451;  1276;     4;     0;     1;     0;  -109;  -109;   0.2; drag-lps8-02; 4; 7; 125000; 11896
2023-09-20 03:58:40; hka-aqm-a101;  26.15;  43.48;   445;  1201;     4;     1;     3;     4;  -109;  -109; nan; drag-lps8-02; 2; 7; 125000; 11897
2023-09-20 04:13:46; hka-aqm-a101;  26.14;  44.00;   454;  1206;     4;     0;     0;     0;  -112;  -112;  -2.2; drag-lps8-02; 5; 7; 125000; 11898
2023-09-20 04:28:52; hka-aqm-a101;  26.11;  43.90;   448;  1191;     4;     1;     0;     0;  -113;  -113;  -1.2; drag-outd-01; 7; 7; 125000; 11899
2023-09-20 04:44:01; hka-aqm-a101;  26.17;  42.83;   444;  1195;     4;     0;     3;     4;  -118;  -118;  -8.8; drag-lps8-02; 6; 7; 125000; 11900
2023-09-20 04:59:07; hka-aqm-a101;  26.12;  43.68;   454;  1191;     5;     1;     0;     0;  -110;  -110;  -4.2; drag-lps8-02; 3; 7; 125000; 11901
2023-09-20 05:14:13; hka-aqm-a101;  26.15;  42.60;   448;  1140;     4;     1;     0;     0;  -110;  -110;  -2.0; drag-lps8-02; 1; 7; 125000; 11902
