# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-02-14 00:10:00; hka-aqm-a112;  19.53;  31.58;   507;   840;     7;     1;     2;     0;  -113;  -113;   2.8; drag-lps8-02; 1; 7; 125000; 3994
2023-02-14 00:25:06; hka-aqm-a112;  19.44;  31.64;   505;   749;     7;     1;     0;     0;  -101;  -101;   8.8; drag-outd-01; 6; 7; 125000; 3995
2023-02-14 00:40:13; hka-aqm-a112;  19.36;  31.68;   493;   802;     7;     1;     4;    13;  -102;  -102;   9.0; drag-outd-01; 7; 7; 125000; 3996
2023-02-14 00:55:19; hka-aqm-a112;  19.30;  31.64;   485;   765;     9;     2;     1;     0;  -108;  -108;   4.0; drag-lps8-02; 5; 7; 125000; 3997
2023-02-14 01:10:25; hka-aqm-a112;  19.24;  31.68;   490;   674;     7;     1;     1;     0;  -106;  -106;   5.5; drag-lps8-08; 2; 7; 125000; 3998
2023-02-14 01:25:33; hka-aqm-a112;  19.18;  31.74;   485;   757;    10;     3;     4;    13;  -111;  -111;   5.8; drag-lps8-08; 4; 7; 125000; 3999
2023-02-14 01:40:39; hka-aqm-a112;  19.12;  31.78;   487;   781;     7;     1;     2;     0;  -107;  -107;   7.5; drag-lps8-08; 0; 7; 125000; 4000
2023-02-14 01:55:45; hka-aqm-a112;  19.06;  31.81;   480;   791;    10;     3;     2;     0;  -100;  -100;   8.2; drag-outd-01; 3; 7; 125000; 4001
2023-02-14 02:10:53; hka-aqm-a112;  19.00;  31.84;   477;   800;     7;     1;     4;    13;  -100;  -100;   5.2; drag-outd-01; 5; 7; 125000; 4002
2023-02-14 02:25:59; hka-aqm-a112;  18.94;  31.84;   479;   797;     7;     1;     0;     0;  -105;  -105;   5.8; drag-lps8-08; 6; 7; 125000; 4003
2023-02-14 02:41:06; hka-aqm-a112;  18.91;  31.84;   475;   829;     7;     1;     2;     0;  -102;  -102;   8.5; drag-outd-01; 7; 7; 125000; 4004
2023-02-14 02:56:12; hka-aqm-a112;  18.84;  31.88;   477;   786;     7;     1;     4;    13;  -102;  -102;   8.2; drag-outd-01; 1; 7; 125000; 4005
2023-02-14 03:11:18; hka-aqm-a112;  18.80;  31.91;   479;   827;    10;     3;     2;     0;  -109;  -109;   5.2; drag-lps8-08; 4; 7; 125000; 4006
2023-02-14 03:26:25; hka-aqm-a112;  18.76;  31.91;   468;   838;     7;     1;     0;     0;  -102;  -102;   6.8; drag-outd-01; 2; 7; 125000; 4007
2023-02-14 03:41:32; hka-aqm-a112;  18.74;  31.91;   475;   838;     7;     1;     4;    13;  -111;  -111;   1.5; drag-lps8-08; 3; 7; 125000; 4008
2023-02-14 03:56:38; hka-aqm-a112;  18.70;  31.91;   468;   802;    10;     3;     0;     0;  -106;  -106;   7.5; drag-lps8-08; 0; 7; 125000; 4009
2023-02-14 04:11:45; hka-aqm-a112;  18.64;  31.91;   471;   842;     7;     1;     1;     0;  -100;  -100;   8.2; drag-outd-01; 7; 7; 125000; 4010
2023-02-14 04:26:53; hka-aqm-a112;  18.60;  31.91;   471;   789;     7;     1;     4;    13;  -113;  -113;   2.8; drag-lps8-08; 3; 7; 125000; 4011
2023-02-14 04:42:00; hka-aqm-a112;  18.60;  31.84;   469;   806;     7;     1;     0;     0;  -113;  -113;   1.5; drag-lps8-02; 1; 7; 125000; 4012
2023-02-14 04:57:06; hka-aqm-a112;  18.54;  31.84;   474;   859;     7;     1;     1;     0;  -111;  -111;   5.8; drag-lps8-08; 4; 7; 125000; 4013
2023-02-14 05:12:13; hka-aqm-a112;  18.52;  31.81;   476;   843;    10;     3;     4;    13;  -101;  -101;   9.5; drag-outd-01; 6; 7; 125000; 4014
2023-02-14 05:27:20; hka-aqm-a112;  18.47;  31.78;   472;   852;    10;     3;     0;     0;  -107;  -107;   6.0; drag-lps8-08; 2; 7; 125000; 4015
2023-02-14 05:42:26; hka-aqm-a112;  18.45;  31.71;   472;   851;     8;     1;     1;     0;   -97;   -97;   4.8; drag-outd-01; 5; 7; 125000; 4016
2023-02-14 05:57:32; hka-aqm-a112;  18.50;  31.64;   472;   859;     7;     1;     4;    13;  -107;  -107;   7.8; drag-lps8-08; 0; 7; 125000; 4017
2023-02-14 06:12:38; hka-aqm-a112;  18.50;  31.47;   478;   870;     7;     1;     2;     0;  -100;  -100;   8.8; drag-outd-01; 3; 7; 125000; 4018
2023-02-14 06:27:45; hka-aqm-a112;  18.54;  31.31;   468;   849;    54;     5;     0;     0;  -108;  -108;   7.0; drag-lps8-08; 7; 7; 125000; 4019
2023-02-14 06:42:53; hka-aqm-a112;  18.48;  31.47;   472;   867;     8;     1;     4;    13;  -105;  -105;   6.8; drag-lps8-08; 1; 7; 125000; 4020
2023-02-14 06:57:59; hka-aqm-a112;  18.36;  32.52;   464;   855;     8;     1;     1;     0;  -105;  -105;   6.2; drag-lps8-08; 6; 7; 125000; 4021
2023-02-14 07:13:06; hka-aqm-a112;  18.60;  33.35;   475;   862;    57;     8;     0;     0;  -114;  -114;   2.8; drag-lps8-02; 0; 7; 125000; 4022
2023-02-14 07:28:13; hka-aqm-a112;  18.81;  32.78;   477;   873;    11;     2;     4;    13;  -103;  -103;   6.2; drag-outd-01; 2; 7; 125000; 4023
2023-02-14 07:43:19; hka-aqm-a112;  18.62;  31.44;   468;   852;    17;     3;     1;     0;  -103;  -103;   5.8; drag-lps8-08; 5; 7; 125000; 4024
2023-02-14 07:58:25; hka-aqm-a112;  18.45;  30.83;   477;   814;    26;     6;     0;     1;  -111;  -111;   5.2; drag-lps8-02; 4; 7; 125000; 4025
2023-02-14 08:13:32; hka-aqm-a112;  18.27;  30.50;   472;   854;    34;     9;     4;    13;  -106;  -106;   8.0; drag-lps8-08; 7; 7; 125000; 4026
2023-02-14 08:28:38; hka-aqm-a112;  18.48;  30.02;   462;   840;    94;    21;     1;     0;  -111;  -111;   3.5; drag-lps8-02; 2; 7; 125000; 4027
