# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-06-12 00:01:34; hka-aqm-a112;  28.25;  32.25;   426;  1194;     8;     1;     3;     1;  -115;  -115;  -7.0; drag-outd-01; 6; 11; 125000; 25163
2023-06-12 00:16:41; hka-aqm-a112;  28.20;  32.38;   417;  1215;     7;     0;     3;     1;  -125;  -125; -13.2; drag-lps8-02; 3; 11; 125000; 25164
2023-06-12 00:31:48; hka-aqm-a112;  28.15;  32.52;   420;  1185;     9;     3;     3;     1;  -124;  -124; -10.2; drag-lps8-02; 5; 11; 125000; 25165
2023-06-12 00:46:58; hka-aqm-a112;  28.12;  32.62;   425;  1232;     7;     0;     3;     1;  -114;  -114;   2.0; drag-outd-01; 1; 11; 125000; 25166
2023-06-12 01:02:05; hka-aqm-a112;  28.05;  32.72;   418;  1175;     7;     2;     3;     1;  -116;  -116;   0.2; drag-lps8-08; 4; 11; 125000; 25167
2023-06-12 01:17:12; hka-aqm-a112;  28.02;  32.85;   429;  1247;     7;     0;     3;     1;  -120;  -120;  -1.5; drag-lps8-08; 3; 11; 125000; 25168
2023-06-12 01:32:19; hka-aqm-a112;  27.95;  33.02;   426;  1188;    10;     3;     3;     1;  -114;  -114;   2.8; drag-lps8-08; 0; 11; 125000; 25169
2023-06-12 01:47:26; hka-aqm-a112;  27.94;  33.12;   426;  1244;     7;     0;     3;     1;  -117;  -117;   2.8; drag-lps8-08; 2; 11; 125000; 25170
2023-06-12 02:02:33; hka-aqm-a112;  27.89;  33.22;   431;  1242;     7;     0;     3;     1;  -133;  -133; -16.0; drag-lps8-02; 7; 11; 125000; 25171
2023-06-12 02:17:40; hka-aqm-a112;  27.87;  33.32;   436;  1285;     7;     2;     3;     1;  -116;  -116;  -6.5; drag-outd-01; 6; 11; 125000; 25172
2023-06-12 02:32:47; hka-aqm-a112;  27.81;  33.42;   434;  1261;     7;     2;     3;     1;  -112;  -112; nan; drag-outd-01; 0; 11; 125000; 25173
2023-06-12 02:47:55; hka-aqm-a112;  27.78;  33.52;   442;  1276;     7;     0;     3;     1;  -113;  -113;   0.8; drag-outd-01; 2; 11; 125000; 25174
2023-06-12 03:03:02; hka-aqm-a112;  27.72;  33.55;   442;  1227;     7;     0;     3;     1;  -124;  -124;  -8.8; drag-lps8-02; 5; 11; 125000; 25175
2023-06-12 03:18:12; hka-aqm-a112;  27.72;  33.66;   444;  1236;     7;     2;     3;     1;  -117;  -117;  -4.0; drag-outd-01; 4; 11; 125000; 25176
2023-06-12 03:33:19; hka-aqm-a112;  27.69;  33.69;   438;  1177;     7;     2;     3;     1;  -126;  -126; -14.5; drag-lps8-02; 6; 11; 125000; 25177
2023-06-12 03:48:26; hka-aqm-a112;  27.67;  33.72;   445;  1185;     7;     0;     3;     1;  -119;  -119;   1.8; drag-lps8-08; 7; 11; 125000; 25178
2023-06-12 04:03:33; hka-aqm-a112;  27.64;  33.79;   438;  1076;    10;     3;     3;     1;  -113;  -113;   2.8; drag-lps8-08; 1; 11; 125000; 25179
2023-06-12 04:18:40; hka-aqm-a112;  27.60;  33.79;   445;  1203;     7;     0;     3;     1;  -117;  -117;  -2.8; drag-outd-01; 3; 11; 125000; 25180
2023-06-12 04:33:47; hka-aqm-a112;  27.58;  33.82;   441;  1142;     7;     2;     3;     1;  -117;  -117; nan; drag-lps8-08; 5; 11; 125000; 25181
2023-06-12 04:48:54; hka-aqm-a112;  27.54;  33.86;   444;  1237;     7;     1;     3;     1;  -115;  -115;   1.0; drag-outd-01; 0; 11; 125000; 25182
2023-06-12 05:04:01; hka-aqm-a112;  27.52;  33.92;   444;  1179;     9;     2;     3;     1;  -129;  -129; -16.2; drag-lps8-02; 6; 11; 125000; 25183
2023-06-12 05:19:08; hka-aqm-a112;  27.48;  33.96;   447;  1199;    13;     3;     1;     0;  -124;  -124; -15.2; drag-lps8-02; 3; 11; 125000; 25184
2023-06-12 05:34:17; hka-aqm-a112;  27.46;  34.02;   454;  1212;    22;     8;     3;     1;  -113;  -113;   2.5; drag-lps8-08; 1; 11; 125000; 25185
2023-06-12 05:49:24; hka-aqm-a112;  27.43;  34.06;   453;  1218;    42;    19;     3;     1;  -122;  -122;  -8.8; drag-lps8-02; 4; 11; 125000; 25186
2023-06-12 06:04:31; hka-aqm-a112;  27.41;  34.09;   453;  1251;    61;    29;     3;     1;  -115;  -115;   2.2; drag-lps8-08; 7; 11; 125000; 25187
2023-06-12 06:19:38; hka-aqm-a112;  27.46;  34.12;   467;  1206;    73;    35;     3;     1;  -129;  -129; -16.0; drag-lps8-02; 2; 11; 125000; 25188
2023-06-12 06:34:45; hka-aqm-a112;  27.49;  34.39;   462;  1223;    92;    45;     3;     1;  -111;  -111;   2.2; drag-outd-01; 1; 11; 125000; 25189
2023-06-12 06:49:52; hka-aqm-a112;  27.35;  35.16;   449;   779;   150;    54;     3;     1;  -123;  -123; -10.8; drag-lps8-02; 6; 11; 125000; 25190
2023-06-12 07:05:00; hka-aqm-a112;  27.32;  35.32;   451;   693;   164;    62;     3;     1;  -112;  -112;   1.5; drag-lps8-08; 2; 11; 125000; 25191
2023-06-12 07:20:07; hka-aqm-a112;  27.17;  35.32;   435;   635;   133;    67;     3;     1;  -119;  -119;   0.8; drag-lps8-08; 3; 11; 125000; 25192
2023-06-12 07:35:14; hka-aqm-a112;  27.01;  35.39;   429;   623;   157;    80;     3;     1;  -117;  -117;   1.5; drag-lps8-08; 0; 11; 125000; 25193
2023-06-12 07:50:21; hka-aqm-a112;  26.89;  35.79;   427;   567;   186;    94;     3;     1;  -121;  -121;  -3.2; drag-lps8-08; 5; 11; 125000; 25194
2023-06-12 08:05:28; hka-aqm-a112;  26.76;  35.79;   422;   571;   196;   101;     1;     0;  -121;  -121;  -6.0; drag-lps8-02; 4; 11; 125000; 25195
2023-06-12 08:20:36; hka-aqm-a112;  26.77;  36.06;   422;   584;   258;   115;     3;     3;  -130;  -130; -13.2; drag-lps8-02; 7; 11; 125000; 25196
2023-06-12 08:35:43; hka-aqm-a112;  26.98;  36.06;   422;   660;   292;   130;     3;     3;  -114;  -114;  -1.0; drag-lps8-08; 6; 11; 125000; 25197
2023-06-12 08:50:51; hka-aqm-a112;  27.02;  36.35;   424;   718;   330;   148;     3;     4;  -119;  -119;  -1.8; drag-lps8-08; 7; 11; 125000; 25198
2023-06-12 09:05:58; hka-aqm-a112;  27.16;  36.59;   433;   870;   355;   163;     3;     9;  -111;  -111;   0.5; drag-outd-01; 1; 11; 125000; 25199
2023-06-12 09:21:05; hka-aqm-a112;  27.38;  36.65;   430;   812;   372;   171;     3;     9;  -125;  -125; -14.0; drag-lps8-02; 3; 11; 125000; 25200
2023-06-12 09:36:12; hka-aqm-a112;  27.47;  36.95;   442;   793;   398;   184;     3;    10;  -114;  -114;  -2.5; drag-outd-01; 0; 11; 125000; 25201
2023-06-12 09:51:19; hka-aqm-a112;  27.61;  36.85;   433;   722;   431;   201;     3;    10;  -123;  -123;  -8.2; drag-lps8-02; 4; 11; 125000; 25202
2023-06-12 10:06:26; hka-aqm-a112;  27.73;  36.92;   447;   753;   464;   218;     3;    10;  -117;  -117;  -2.8; drag-lps8-08; 2; 11; 125000; 25203
2023-06-12 10:21:33; hka-aqm-a112;  27.92;  36.52;   441;   787;   502;   234;     3;    11;  -128;  -128; -13.8; drag-lps8-02; 5; 11; 125000; 25204
2023-06-12 10:36:40; hka-aqm-a112;  28.09;  35.16;   452;   747;   547;   259;     3;    11;  -123;  -123;  -8.2; drag-lps8-02; 4; 11; 125000; 25205
2023-06-12 10:51:47; hka-aqm-a112;  28.24;  34.86;   461;   786;   588;   279;     1;    17;  -121;  -121;  -2.2; drag-lps8-08; 0; 11; 125000; 25206
2023-06-12 11:06:55; hka-aqm-a112;  28.38;  34.56;   461;   790;   631;   302;     3;    17;  -117;  -117; -10.0; drag-outd-01; 5; 11; 125000; 25207
2023-06-12 11:17:50; hka-aqm-a112;  28.42;  33.29;   453;   733;   216;    76;     3;    18;  -120;  -120;  -3.2; drag-lps8-08; 3; 11; 125000; 25208
2023-06-12 11:19:20; hka-aqm-a112;  28.40;  33.25;   450;   711;   542;   247;     2;    17;  -123;  -123; -11.0; drag-lps8-02; 2; 11; 125000; 25209
2023-06-12 11:25:29; hka-aqm-a112;  28.53;  33.59;   448;   762;   491;   223;     2;    17;  -131;  -131; -19.0; drag-lps8-02; 1; 11; 125000; 25210
2023-06-12 11:26:59; hka-aqm-a112;  28.51;  33.59;   445;   762;   711;   343;     0;     9;  -116;  -116;  -6.8; drag-outd-01; 7; 11; 125000; 25211
2023-06-12 11:29:29; hka-aqm-a112;  28.45;  33.66;   447;   751;   277;   112;     1;    12;  -118;  -118;  -1.0; drag-lps8-08; 6; 11; 125000; 25212
2023-06-12 11:30:59; hka-aqm-a112;  28.46;  33.66;   442;   719;   767;   373;     0;     9;  -118;  -118;  -1.5; drag-lps8-08; 4; 11; 125000; 25213
2023-06-12 11:38:29; hka-aqm-a112;  28.53;  33.86;   452;   765;   203;    72;     3;    15;  -117;  -117;   1.0; drag-lps8-08; 6; 11; 125000; 25214
2023-06-12 11:40:00; hka-aqm-a112;  28.43;  33.86;   451;   762;   733;   354;     2;    14;  -114;  -114; nan; drag-lps8-08; 1; 11; 125000; 25215
2023-06-12 11:41:31; hka-aqm-a112;  28.49;  33.79;   448;   755;   260;    99;     1;    13;  -132;  -132; -14.5; drag-lps8-02; 0; 11; 125000; 25216
2023-06-12 11:44:10; hka-aqm-a112;  28.56;  33.32;   445;   780;   204;    72;     2;    17;  -120;  -120;  -6.5; drag-lps8-02; 5; 11; 125000; 25217
2023-06-12 11:45:50; hka-aqm-a112;  28.68;  33.12;   453;   785;   817;   399;     2;    16;  -115;  -115;  -1.0; drag-outd-01; 2; 11; 125000; 25218
2023-06-12 11:47:30; hka-aqm-a112;  28.61;  32.58;   459;   778;   426;   200;     1;    14;  -116;  -116;  -6.8; drag-outd-01; 7; 11; 125000; 25219
2023-06-12 11:49:00; hka-aqm-a112;  28.66;  32.72;   461;   783;   492;   230;     2;    13;  -117;  -117;   1.2; drag-lps8-08; 3; 11; 125000; 25220
2023-06-12 11:58:10; hka-aqm-a112;  28.68;  31.78;   464;   791;   708;   352;     2;    25;  -120;  -120;  -6.0; drag-lps8-02; 5; 11; 125000; 25221
2023-06-12 11:59:41; hka-aqm-a112;  28.61;  31.71;   464;   785;   818;   398;     2;    21;  -126;  -126; -13.5; drag-lps8-02; 6; 11; 125000; 25222
2023-06-12 12:01:11; hka-aqm-a112;  28.67;  32.11;   469;   731;   851;   414;     1;    23;  -115;  -115;  -2.2; drag-outd-01; 4; 11; 125000; 25223
2023-06-12 12:02:42; hka-aqm-a112;  28.75;  31.84;   474;   773;   691;   327;     2;    23;  -117;  -117;   1.0; drag-lps8-08; 2; 11; 125000; 25224
2023-06-12 12:04:13; hka-aqm-a112;  28.64;  31.91;   485;   824;   825;   399;     1;    21;  -118;  -118;  -6.5; drag-lps8-02; 3; 11; 125000; 25225
2023-06-12 12:05:43; hka-aqm-a112;  28.67;  31.84;   482;   823;   881;   431;     0;    19;  -120;  -120; nan; drag-lps8-08; 0; 11; 125000; 25226
2023-06-12 12:13:11; hka-aqm-a112;  28.89;  32.11;   467;   749;   781;   374;     3;    30;  -125;  -125; -13.0; drag-lps8-02; 1; 11; 125000; 25227
2023-06-12 12:14:41; hka-aqm-a112;  28.82;  32.11;   468;   734;   845;   412;     2;    22;  -113;  -113;  -5.0; drag-outd-01; 7; 11; 125000; 25228
2023-06-12 12:16:12; hka-aqm-a112;  28.84;  32.18;   462;   733;   872;   428;     2;    21;  -114;  -114;  -2.0; drag-outd-01; 1; 11; 125000; 25229
2023-06-12 12:17:42; hka-aqm-a112;  28.85;  32.45;   467;   717;   608;   274;     1;    17;  -127;  -127; -12.0; drag-lps8-02; 7; 11; 125000; 25230
2023-06-12 12:19:13; hka-aqm-a112;  28.84;  32.25;   475;   763;   726;   344;     0;    19;  -114;  -114;   3.5; drag-outd-01; 0; 11; 125000; 25231
2023-06-12 12:20:44; hka-aqm-a112;  28.85;  32.45;   471;   811;   911;   448;     1;    16;  -115;  -115; nan; drag-lps8-08; 2; 11; 125000; 25232
2023-06-12 12:22:14; hka-aqm-a112;  28.80;  32.52;   473;   793;   509;   232;     0;    11;  -112;  -112; nan; drag-outd-01; 3; 11; 125000; 25233
2023-06-12 12:23:45; hka-aqm-a112;  28.84;  32.68;   475;   781;   324;   136;     1;    14;  -116;  -116;  -9.5; drag-outd-01; 6; 11; 125000; 25234
2023-06-12 12:25:15; hka-aqm-a112;  28.84;  32.78;   468;   776;   747;   365;     1;    21;  -115;  -115;  -2.2; drag-lps8-08; 4; 11; 125000; 25235
2023-06-12 12:26:46; hka-aqm-a112;  28.82;  32.75;   465;   763;   946;   469;     0;    21;  -116;  -116;  -2.2; drag-lps8-08; 5; 11; 125000; 25236
2023-06-12 12:28:29; hka-aqm-a112;  28.87;  32.99;   471;   774;   465;   204;     1;    23;  -115;  -115;  -1.2; drag-lps8-08; 6; 11; 125000; 25237
2023-06-12 12:30:00; hka-aqm-a112;  28.91;  33.12;   476;   785;   311;   129;     2;    22;  -111;  -111;   1.5; drag-outd-01; 1; 11; 125000; 25238
2023-06-12 12:31:30; hka-aqm-a112;  28.86;  33.02;   478;   729;   973;   484;     0;    23;  -120;  -120;  -9.5; drag-lps8-02; 3; 11; 125000; 25239
2023-06-12 12:33:01; hka-aqm-a112;  28.85;  32.99;   478;   799;   915;   450;     1;    23;  -117;  -117;  -3.8; drag-lps8-02; 7; 11; 125000; 25240
2023-06-12 12:34:31; hka-aqm-a112;  28.92;  33.05;   477;   795;   744;   370;     1;    25;  -113;  -113;  -1.0; drag-outd-01; 2; 11; 125000; 25241
2023-06-12 12:36:02; hka-aqm-a112;  28.87;  33.09;   487;   871;   527;   241;     0;    24;  -117;  -117;  -3.0; drag-lps8-08; 5; 11; 125000; 25242
2023-06-12 12:51:11; hka-aqm-a112;  29.08;  32.95;   478;   789;   876;   429;     2;    31;  -109;  -109;   0.2; drag-outd-01; 4; 11; 125000; 25243
2023-06-12 12:57:10; hka-aqm-a112;  29.10;  32.45;   483;   762;   614;   292;     2;    35;  -120;  -120;   1.0; drag-lps8-08; 0; 11; 125000; 25244
2023-06-12 12:58:40; hka-aqm-a112;  29.10;  32.38;   488;   790;   905;   444;     1;    31;  -122;  -122;  -6.5; drag-lps8-02; 4; 11; 125000; 25245
2023-06-12 13:03:10; hka-aqm-a112;  29.23;  32.05;   499;   901;   824;   400;     2;    30;  -114;  -114;  -6.5; drag-outd-01; 6; 11; 125000; 25246
2023-06-12 13:04:40; hka-aqm-a112;  29.17;  32.11;   503;   874;   884;   435;     1;    27;  -130;  -130; -12.0; drag-lps8-08; 3; 11; 125000; 25247
2023-06-12 13:08:29; hka-aqm-a112;  29.28;  31.84;   507;   898;   831;   404;     1;    35;  -113;  -113;  -4.0; drag-outd-01; 7; 11; 125000; 25248
2023-06-12 13:10:00; hka-aqm-a112;  29.29;  32.01;   508;   905;   928;   459;     0;    35;  -124;  -124;  -9.8; drag-lps8-02; 1; 11; 125000; 25249
2023-06-12 13:11:31; hka-aqm-a112;  29.32;  31.98;   512;   927;   818;   402;     1;    33;  -122;  -122;  -9.2; drag-lps8-02; 2; 11; 125000; 25250
2023-06-12 13:17:08; hka-aqm-a112;  29.41;  31.64;   520;   944;   701;   334;     1;    35;  -117;  -117;  -2.0; drag-lps8-08; 5; 11; 125000; 25251
2023-06-12 13:18:39; hka-aqm-a112;  29.40;  31.64;   516;   919;   858;   421;     1;    28;  -130;  -130; -14.8; drag-lps8-02; 0; 11; 125000; 25252
2023-06-12 13:20:10; hka-aqm-a112;  29.36;  30.83;   515;   949;   547;   253;     0;    32;  -120;  -120;  -4.5; drag-lps8-02; 5; 11; 125000; 25253
2023-06-12 13:21:41; hka-aqm-a112;  29.41;  30.77;   502;   907;   759;   369;     0;    31;  -125;  -125; -10.0; drag-lps8-02; 2; 11; 125000; 25254
2023-06-12 13:23:11; hka-aqm-a112;  29.35;  30.77;   497;   912;   880;   433;     0;    22;  -110;  -110;  -4.2; drag-outd-01; 6; 11; 125000; 25255
2023-06-12 13:25:30; hka-aqm-a112;  29.42;  30.73;   490;   796;   783;   382;     1;    29;  -134;  -134; -15.0; drag-lps8-02; 0; 11; 125000; 25256
2023-06-12 13:27:01; hka-aqm-a112;  29.38;  30.70;   488;   816;   908;   446;     1;    29;  -125;  -125; -14.0; drag-lps8-02; 3; 11; 125000; 25257
2023-06-12 13:28:31; hka-aqm-a112;  29.40;  30.56;   489;   851;   593;   278;     1;    28;  -118;  -118;  -1.0; drag-lps8-08; 4; 11; 125000; 25258
2023-06-12 13:30:02; hka-aqm-a112;  29.39;  30.83;   495;   895;   907;   447;     0;    26;  -114;  -114;   1.0; drag-lps8-08; 1; 11; 125000; 25259
2023-06-12 13:45:11; hka-aqm-a112;  29.41;  30.77;   497;   898;   855;   417;     3;    31;  -120;  -120;   1.8; drag-lps8-08; 7; 11; 125000; 25260
2023-06-12 14:00:18; hka-aqm-a112;  29.56;  30.36;   500;   880;   873;   426;     3;    31;  -108;  -108;   2.0; drag-outd-01; 1; 11; 125000; 25261
2023-06-12 14:15:25; hka-aqm-a112;  29.61;  28.87;   482;   718;   882;   431;     3;    31;  -121;  -121;  -1.8; drag-lps8-08; 3; 11; 125000; 25262
2023-06-12 14:30:32; hka-aqm-a112;  29.57;  29.01;   454;   806;   874;   426;     3;    31;  -124;  -124; -10.0; drag-lps8-02; 2; 11; 125000; 25263
2023-06-12 14:45:39; hka-aqm-a112;  29.69;  28.40;   475;   831;   893;   437;     3;    33;  -123;  -123; -10.2; drag-lps8-02; 6; 11; 125000; 25264
2023-06-12 14:56:48; hka-aqm-a112;  29.73;  28.84;   496;   862;   886;   435;     3;    33;  -113;  -113;   3.2; drag-lps8-08; 7; 11; 125000; 25265
2023-06-12 15:11:55; hka-aqm-a112;  29.81;  28.43;   488;   871;   858;   420;     2;    34;  -118;  -118;  -7.0; drag-outd-01; 0; 11; 125000; 25266
2023-06-12 15:27:02; hka-aqm-a112;  29.95;  27.85;   484;   927;   852;   417;     3;    34;  -127;  -127;  -9.8; drag-lps8-02; 5; 11; 125000; 25267
2023-06-12 15:42:11; hka-aqm-a112;  29.91;  27.85;   454;   661;   851;   416;     3;    34;  -120;  -120;   1.8; drag-lps8-08; 4; 11; 125000; 25268
2023-06-12 15:57:18; hka-aqm-a112;  29.97;  27.99;   456;   766;   836;   408;     3;    34;  -118;  -118;  -0.5; drag-lps8-08; 6; 11; 125000; 25269
2023-06-12 16:12:25; hka-aqm-a112;  30.02;  27.58;   454;   714;   791;   384;     3;    34;  -114;  -114;   2.5; drag-lps8-08; 2; 11; 125000; 25270
2023-06-12 16:17:30; hka-aqm-a112;  29.99;  27.58;   450;   795;   551;   250;     3;    34;  -132;  -132; -13.5; drag-lps8-02; 0; 11; 125000; 25271
2023-06-12 16:19:00; hka-aqm-a112;  29.98;  27.58;   448;   794;   486;   222;     2;    11;  -118;  -118;  -1.0; drag-lps8-08; 3; 11; 125000; 25272
2023-06-12 16:20:50; hka-aqm-a112;  29.94;  27.51;   438;   689;   524;   239;     1;    10;  -127;  -127; -10.2; drag-lps8-02; 5; 11; 125000; 25273
2023-06-12 16:22:20; hka-aqm-a112;  29.92;  27.51;   444;   673;   750;   361;     1;     9;  -117;  -117;   3.2; drag-lps8-08; 1; 11; 125000; 25274
2023-06-12 16:37:27; hka-aqm-a112;  29.95;  27.24;   435;   660;   737;   356;     2;    26;  -119;  -119;  -0.8; drag-lps8-08; 4; 11; 125000; 25275
2023-06-12 16:52:34; hka-aqm-a112;  30.05;  26.83;   441;   781;   739;   359;     2;    27;  -116;  -116;  -7.2; drag-outd-01; 7; 11; 125000; 25276
2023-06-12 16:54:05; hka-aqm-a112;  30.04;  26.76;   439;   699;   480;   223;     2;    27;  -110;  -110;   1.2; drag-outd-01; 3; 11; 125000; 25277
2023-06-12 16:55:35; hka-aqm-a112;  30.04;  26.83;   441;   719;   289;   118;     1;    15;  -116;  -116;  -0.5; drag-lps8-08; 1; 11; 125000; 25278
2023-06-12 17:10:42; hka-aqm-a112;  30.07;  26.63;   441;   651;   693;   337;     2;    21;  -114;  -114; nan; drag-lps8-08; 2; 11; 125000; 25279
2023-06-12 17:25:51; hka-aqm-a112;  30.06;  26.36;   435;   743;   629;   305;     2;    21;  -116;  -116;  -2.8; drag-outd-01; 0; 11; 125000; 25280
2023-06-12 17:27:50; hka-aqm-a112;  30.03;  26.18;   439;   684;   486;   228;     2;    21;  -119;  -119;  -4.0; drag-lps8-02; 4; 11; 125000; 25281
2023-06-12 17:29:21; hka-aqm-a112;  30.03;  26.15;   440;   677;   619;   300;     1;    18;  -121;  -121;  -0.8; drag-lps8-08; 5; 11; 125000; 25282
2023-06-12 17:44:31; hka-aqm-a112;  30.04;  26.32;   422;   629;   560;   269;     1;    19;  -132;  -132; -15.0; drag-lps8-02; 7; 11; 125000; 25283
